id,cliente_sexo,loja_cidade,produto_produto,produto_valor,cliente_idade,promoção,pg
966,F,Rio_de_Janeiro,laptop_gamer,5300.0,48,1,0
967,F,Rio_de_Janeiro,laptop_básico,2300.0,25,0,0
968,M,Curitiba,impressora,700.0,28,0,1
969,M,São_Paulo,laptop_gamer,5300.0,86,1,1
970,M,Recife,laptop_básico,2300.0,26,1,1
971,M,Salvador,laptop_básico,2300.0,24,0,0
972,M,Curitiba,laptop_básico,2300.0,38,0,1
973,M,Belo_Horizonte,laptop_gamer,5300.0,79,0,0
974,M,Rio_de_Janeiro,laptop_gamer,5300.0,56,0,0
975,F,Palmas,laptop_básico,2300.0,87,0,1
976,F,Rio_de_Janeiro,laptop_gamer,5300.0,37,0,1
977,M,Rio_de_Janeiro,xxx_231a,321.1352,82,0,0
978,F,Rio_de_Janeiro,mouse,20.0,72,0,0
979,F,Recife,mesa,860.0,82,1,1
980,M,Rio_de_Janeiro,cadeira,540.0,81,1,1
981,F,Brasília,laptop_básico,2300.0,84,1,1
982,M,Rio_de_Janeiro,laptop_básico,2300.0,76,0,0
983,F,Rio_de_Janeiro,laptop_básico,2300.0,61,0,0
984,F,Santa_Catarina,laptop_gamer,5300.0,79,1,0
985,M,Belo_Horizonte,impressora,700.0,58,0,1
986,M,Rio_de_Janeiro,monitor,1500.0,49,1,1
987,F,Rio_de_Janeiro,mesa,860.0,86,0,0
988,F,Rio_de_Janeiro,mesa,860.0,22,1,0
989,F,Rio_de_Janeiro,laptop_básico,2300.0,25,1,1
990,F,Curitiba,laptop_básico,2300.0,39,1,1
991,F,Salvador,laptop_básico,2300.0,59,1,1
992,F,Curitiba,laptop_básico,2300.0,88,0,1
993,F,Salvador,monitor,1500.0,85,0,1
994,F,Rio_de_Janeiro,teclado,30.0,63,1,0
995,F,Brasília,cadeira,540.0,34,0,1
996,M,Palmas,laptop_gamer,5300.0,65,0,0
997,F,Palmas,laptop_básico,2300.0,62,1,1
998,M,Brasília,xxx_231a,321.1352,25,1,1
999,M,Vitória,carregador,150.0,24,0,0
1000,M,Curitiba,laptop_básico,2300.0,34,0,1
1001,M,Recife,teclado,30.0,62,1,1
1002,M,Rio_de_Janeiro,mesa,860.0,21,1,0
1003,F,Rio_de_Janeiro,cadeira,540.0,25,0,0
1004,F,Salvador,laptop_básico,2300.0,28,0,1
1005,M,Recife,cadeira,540.0,71,0,1
1006,O,Santa_Catarina,laptop_básico,2300.0,25,0,1
1007,F,Rio_de_Janeiro,laptop_básico,2300.0,63,0,0
1008,M,São_Paulo,laptop_básico,2300.0,48,1,1
1009,F,Rio_de_Janeiro,monitor,1500.0,85,0,0
1010,M,Curitiba,laptop_básico,2300.0,88,0,0
1011,F,Salvador,carregador,150.0,59,0,0
1012,F,Rio_de_Janeiro,xxx_231a,321.1352,33,1,1
1013,F,Vitória,laptop_básico,2300.0,26,0,1
1014,M,Brasília,laptop_básico,2300.0,86,0,1
1015,M,Salvador,xxx_231a,321.1352,59,1,1
1016,F,Rio_de_Janeiro,laptop_básico,2300.0,64,0,0
1017,F,Rio_de_Janeiro,laptop_básico,2300.0,58,0,0
1018,F,Recife,teclado,30.0,78,1,1
1019,M,Salvador,mouse,20.0,80,0,1
1020,M,Salvador,laptop_básico,2300.0,71,0,1
1021,M,Rio_de_Janeiro,mesa,860.0,21,1,1
1022,M,Rio_de_Janeiro,laptop_básico,2300.0,23,1,0
1023,M,Rio_de_Janeiro,laptop_básico,2300.0,74,0,0
1024,F,Vitória,laptop_básico,2300.0,78,0,1
1025,M,Salvador,laptop_gamer,5300.0,55,1,1
1026,F,Rio_de_Janeiro,impressora,700.0,55,1,1
1027,M,São_Paulo,impressora,700.0,81,1,1
1028,M,Salvador,monitor,1500.0,62,1,1
1029,M,Vitória,laptop_básico,2300.0,39,1,1
1030,M,Curitiba,laptop_básico,2300.0,20,0,1
1031,M,Belo_Horizonte,monitor,1500.0,68,0,1
1032,F,Palmas,laptop_básico,2300.0,45,0,1
1033,M,Belo_Horizonte,laptop_básico,2300.0,62,0,1
1034,F,Belo_Horizonte,laptop_básico,2300.0,21,1,1
1035,F,Recife,monitor,1500.0,54,1,1
1036,F,Brasília,laptop_básico,2300.0,76,0,1
1037,M,São_Paulo,laptop_básico,2300.0,58,0,1
1038,F,Rio_de_Janeiro,laptop_básico,2300.0,62,0,0
1039,M,Recife,cadeira,540.0,62,0,1
1040,F,Rio_de_Janeiro,laptop_básico,2300.0,76,0,0
1041,F,Rio_de_Janeiro,laptop_básico,2300.0,73,0,0
1042,F,Rio_de_Janeiro,teclado,30.0,74,0,0
1043,F,São_Paulo,carregador,150.0,47,0,1
1044,M,Santa_Catarina,laptop_básico,2300.0,78,0,1
1045,M,São_Paulo,laptop_básico,2300.0,44,1,1
1046,M,Recife,carregador,150.0,34,1,1
1047,M,São_Paulo,monitor,1500.0,50,0,1
1048,M,Brasília,laptop_básico,2300.0,27,0,1
1049,F,Rio_de_Janeiro,teclado,30.0,68,1,0
1050,F,Rio_de_Janeiro,carregador,150.0,56,1,1
1051,F,São_Paulo,monitor,1500.0,32,1,1
1052,M,Rio_de_Janeiro,laptop_básico,2300.0,52,0,1
1053,M,Belo_Horizonte,laptop_básico,2300.0,73,0,1
1054,F,Recife,laptop_básico,2300.0,36,0,1
1055,F,Recife,carregador,150.0,47,0,1
1056,M,Recife,laptop_gamer,5300.0,61,0,0
1057,M,Rio_de_Janeiro,mouse,20.0,50,0,0
1058,F,Palmas,impressora,700.0,38,0,1
1059,F,Santa_Catarina,laptop_gamer,5300.0,3,0,0
1060,M,Rio_de_Janeiro,laptop_básico,2300.0,55,0,1
1061,F,Brasília,laptop_básico,2300.0,65,0,1
1062,M,Belo_Horizonte,cadeira,540.0,40,0,1
1063,F,Salvador,xxx_231a,321.1352,86,1,1
1064,F,Curitiba,laptop_básico,2300.0,36,0,1
1065,F,Belo_Horizonte,cadeira,540.0,75,0,1
1066,M,Belo_Horizonte,laptop_básico,2300.0,30,1,1
1067,M,Rio_de_Janeiro,laptop_básico,2300.0,35,1,1
1068,F,Rio_de_Janeiro,teclado,30.0,78,0,0
1069,F,São_Paulo,cadeira,540.0,56,0,1
1070,M,Belo_Horizonte,laptop_básico,2300.0,52,0,1
1071,M,Salvador,laptop_básico,2300.0,61,1,1
1072,M,Rio_de_Janeiro,impressora,700.0,88,0,0
1073,M,São_Paulo,laptop_básico,2300.0,81,0,1
1074,M,Rio_de_Janeiro,impressora,700.0,41,1,1
1075,M,São_Paulo,laptop_gamer,5300.0,59,0,0
1076,F,Vitória,laptop_básico,2300.0,74,1,1
1077,F,Belo_Horizonte,impressora,700.0,26,1,1
1078,F,Rio_de_Janeiro,laptop_básico,2300.0,74,0,0
1079,M,Recife,laptop_básico,2300.0,47,0,1
1080,F,Rio_de_Janeiro,mesa,860.0,35,1,1
1081,M,Santa_Catarina,laptop_básico,2300.0,46,0,1
1082,M,Rio_de_Janeiro,laptop_básico,2300.0,29,0,1
1083,M,Palmas,mesa,860.0,86,1,1
1084,F,Curitiba,laptop_básico,2300.0,44,0,1
1085,F,Rio_de_Janeiro,xxx_231a,321.1352,21,1,1
1086,F,Rio_de_Janeiro,laptop_básico,2300.0,42,1,1
1087,M,Rio_de_Janeiro,monitor,1500.0,73,0,0
1088,M,Palmas,mouse,20.0,86,1,1
1089,M,Rio_de_Janeiro,laptop_básico,2300.0,35,0,0
1090,F,Rio_de_Janeiro,impressora,700.0,23,0,1
1091,F,Belo_Horizonte,laptop_básico,2300.0,42,0,1
1092,M,Rio_de_Janeiro,laptop_básico,2300.0,73,1,1
1093,M,Rio_de_Janeiro,carregador,150.0,56,1,1
1094,F,Rio_de_Janeiro,laptop_gamer,5300.0,78,0,0
1095,M,Rio_de_Janeiro,laptop_gamer,5300.0,26,0,1
1096,F,Curitiba,laptop_básico,2300.0,52,0,1
1097,M,Brasília,teclado,30.0,33,1,1
1098,M,Rio_de_Janeiro,laptop_básico,2300.0,63,1,1
1099,F,Santa_Catarina,mesa,860.0,21,0,1
1100,M,Rio_de_Janeiro,teclado,30.0,31,0,0
1101,F,São_Paulo,mouse,20.0,76,1,1
1102,F,Rio_de_Janeiro,carregador,150.0,86,0,0
1103,F,Curitiba,laptop_básico,2300.0,43,1,1
1104,M,Recife,laptop_básico,2300.0,48,0,1
1105,F,Curitiba,xxx_231a,321.1352,86,1,1
1106,F,Salvador,mesa,860.0,33,0,1
1107,M,Belo_Horizonte,laptop_básico,2300.0,51,1,1
1108,F,Rio_de_Janeiro,teclado,30.0,34,0,0
1109,F,São_Paulo,cadeira,540.0,71,0,1
1110,M,Rio_de_Janeiro,laptop_básico,2300.0,60,0,1
1111,F,Palmas,laptop_gamer,5300.0,86,0,1
1112,F,Vitória,laptop_básico,2300.0,22,0,1
1113,F,Rio_de_Janeiro,xxx_231a,321.1352,32,0,0
1114,M,Palmas,laptop_gamer,5300.0,75,0,1
1115,F,Recife,laptop_básico,2300.0,32,1,1
1116,F,Curitiba,laptop_básico,2300.0,23,1,1
1117,F,Rio_de_Janeiro,mesa,860.0,69,1,1
1118,F,Rio_de_Janeiro,laptop_básico,2300.0,25,0,0
1119,M,Salvador,laptop_básico,2300.0,51,0,1
1120,M,Curitiba,impressora,700.0,63,1,1
1121,F,Vitória,teclado,30.0,63,0,1
1122,M,Rio_de_Janeiro,carregador,150.0,39,1,1
1123,M,Salvador,teclado,30.0,65,1,1
1124,F,Palmas,monitor,1500.0,65,0,1
1125,F,Curitiba,monitor,1500.0,62,0,1
1126,M,Recife,carregador,150.0,24,0,1
1127,F,Rio_de_Janeiro,cadeira,540.0,64,1,0
1128,M,Salvador,xxx_231a,321.1352,71,1,1
1129,F,Rio_de_Janeiro,laptop_básico,2300.0,38,0,1
1130,M,Rio_de_Janeiro,mouse,20.0,41,0,1
1131,F,Recife,teclado,30.0,35,0,1
1132,F,Rio_de_Janeiro,impressora,700.0,35,1,0
1133,M,Recife,monitor,1500.0,73,1,1
1134,F,Rio_de_Janeiro,teclado,30.0,27,0,1
1135,F,Belo_Horizonte,cadeira,540.0,41,0,1
1136,M,Rio_de_Janeiro,impressora,700.0,62,1,1
1137,F,Curitiba,laptop_básico,2300.0,39,0,1
1138,F,Palmas,laptop_básico,2300.0,38,1,1
1139,M,Salvador,xxx_231a,321.1352,86,1,1
1140,F,Rio_de_Janeiro,carregador,150.0,41,0,0
1141,F,Vitória,mesa,860.0,55,0,1
1142,F,Rio_de_Janeiro,mesa,860.0,85,0,0
1143,F,Rio_de_Janeiro,laptop_básico,2300.0,29,0,0
1144,M,Recife,laptop_gamer,5300.0,44,1,1
1145,F,Palmas,laptop_básico,2300.0,47,1,0
1146,F,Vitória,teclado,30.0,42,1,1
1147,M,Rio_de_Janeiro,laptop_básico,2300.0,39,1,1
1148,M,Belo_Horizonte,laptop_básico,2300.0,63,0,1
1149,F,São_Paulo,monitor,1500.0,21,0,1
1150,M,Recife,teclado,30.0,74,1,1
1151,M,Rio_de_Janeiro,monitor,1500.0,35,0,1
1152,F,Belo_Horizonte,monitor,1500.0,84,1,1
1153,F,Belo_Horizonte,laptop_básico,2300.0,49,0,1
1154,M,Belo_Horizonte,laptop_básico,2300.0,88,0,1
1155,M,Rio_de_Janeiro,laptop_básico,2300.0,29,0,0
1156,F,Belo_Horizonte,laptop_básico,2300.0,45,1,1
1157,F,Rio_de_Janeiro,laptop_gamer,5300.0,47,0,1
1158,M,Rio_de_Janeiro,mouse,20.0,58,0,0
1159,F,Rio_de_Janeiro,laptop_básico,2300.0,51,0,1
1160,F,Rio_de_Janeiro,laptop_básico,2300.0,46,1,0
1161,M,Santa_Catarina,laptop_básico,2300.0,26,0,0
1162,O,Santa_Catarina,laptop_básico,2300.0,42,1,1
1163,F,Brasília,mouse,20.0,35,0,1
1164,M,Vitória,mouse,20.0,85,0,1
1165,F,Belo_Horizonte,mesa,860.0,26,1,1
1166,F,Rio_de_Janeiro,laptop_básico,2300.0,26,0,0
1167,F,Rio_de_Janeiro,xxx_231a,321.1352,20,0,0
1168,F,Recife,impressora,700.0,56,1,1
1169,M,Curitiba,xxx_231a,321.1352,51,0,0
1170,F,Rio_de_Janeiro,laptop_gamer,5300.0,54,1,0
1171,M,Santa_Catarina,laptop_básico,2300.0,65,0,0
1172,M,Rio_de_Janeiro,laptop_básico,2300.0,48,0,0
1173,M,Recife,monitor,1500.0,41,0,1
1174,M,Rio_de_Janeiro,laptop_básico,2300.0,29,1,0
1175,F,São_Paulo,laptop_gamer,5300.0,37,1,0
1176,F,Rio_de_Janeiro,laptop_básico,2300.0,51,1,1
1177,M,Belo_Horizonte,teclado,30.0,65,1,1
1178,M,Belo_Horizonte,teclado,30.0,51,0,0
1179,F,Vitória,laptop_básico,2300.0,88,0,0
1180,F,Santa_Catarina,monitor,1500.0,64,0,1
1181,M,Rio_de_Janeiro,laptop_básico,2300.0,85,0,0
1182,M,Salvador,laptop_básico,2300.0,50,1,1
1183,F,Rio_de_Janeiro,teclado,30.0,45,0,0
1184,F,Recife,laptop_básico,2300.0,82,1,1
1185,M,Rio_de_Janeiro,laptop_básico,2300.0,75,1,0
1186,F,Rio_de_Janeiro,teclado,30.0,33,0,0
1187,F,Santa_Catarina,mesa,860.0,51,1,1
1188,F,Palmas,laptop_básico,2300.0,59,1,1
1189,M,São_Paulo,laptop_básico,2300.0,65,0,1
1190,M,Belo_Horizonte,laptop_básico,2300.0,62,0,1
1191,M,Brasília,laptop_básico,2300.0,44,1,1
1192,F,Rio_de_Janeiro,laptop_básico,2300.0,88,0,1
1193,M,Belo_Horizonte,cadeira,540.0,36,1,1
1194,M,Palmas,laptop_básico,2300.0,51,1,1
1195,M,Vitória,laptop_básico,2300.0,63,0,1
1196,M,Recife,laptop_básico,2300.0,74,1,1
1197,M,Santa_Catarina,laptop_básico,2300.0,27,1,0
1198,M,Santa_Catarina,teclado,30.0,48,0,1
1199,F,Recife,impressora,700.0,85,0,1
1200,M,São_Paulo,laptop_básico,2300.0,82,1,1
1201,M,Rio_de_Janeiro,monitor,1500.0,59,0,1
1202,M,Curitiba,laptop_básico,2300.0,66,1,1
1203,F,Rio_de_Janeiro,cadeira,540.0,33,0,0
1204,F,Curitiba,carregador,150.0,65,0,1
1205,M,São_Paulo,cadeira,540.0,25,1,1
1206,M,Santa_Catarina,laptop_básico,2300.0,79,1,1
1207,F,Santa_Catarina,laptop_básico,2300.0,74,0,1
1208,M,Curitiba,laptop_básico,2300.0,61,0,1
1209,M,Belo_Horizonte,monitor,1500.0,38,0,0
1210,F,Rio_de_Janeiro,laptop_básico,2300.0,41,0,1
1211,M,Rio_de_Janeiro,laptop_básico,2300.0,76,1,1
1212,M,Curitiba,laptop_básico,2300.0,28,1,1
1213,F,Salvador,laptop_básico,2300.0,53,0,1
1214,M,Salvador,mouse,20.0,74,1,1
1215,F,Vitória,laptop_básico,2300.0,20,0,0
1216,M,Rio_de_Janeiro,laptop_básico,2300.0,51,0,0
1217,M,Rio_de_Janeiro,laptop_gamer,5300.0,30,0,0
1218,F,Rio_de_Janeiro,laptop_básico,2300.0,37,0,0
1219,F,Rio_de_Janeiro,laptop_básico,2300.0,37,1,0
1220,M,Palmas,laptop_básico,2300.0,20,0,1
1221,M,Rio_de_Janeiro,cadeira,540.0,30,1,1
1222,F,Belo_Horizonte,monitor,1500.0,66,0,1
1223,F,Rio_de_Janeiro,carregador,150.0,43,1,0
1224,M,Rio_de_Janeiro,mouse,20.0,75,1,1
1225,F,Santa_Catarina,carregador,150.0,72,0,1
1226,F,Palmas,carregador,150.0,77,1,1
1227,F,Palmas,monitor,1500.0,86,1,0
1228,M,Brasília,laptop_básico,2300.0,50,0,1
1229,M,Palmas,laptop_básico,2300.0,62,0,0
1230,M,Recife,mesa,860.0,66,0,1
1231,M,Rio_de_Janeiro,monitor,1500.0,50,0,0
1232,M,Rio_de_Janeiro,teclado,30.0,62,0,0
1233,F,Rio_de_Janeiro,monitor,1500.0,69,0,1
1234,M,Belo_Horizonte,laptop_básico,2300.0,59,1,0
1235,F,Rio_de_Janeiro,mesa,860.0,64,0,1
1236,M,Brasília,xxx_231a,321.1352,56,0,1
1237,F,Belo_Horizonte,laptop_básico,2300.0,43,0,1
1238,F,Santa_Catarina,carregador,150.0,81,1,1
1239,M,Rio_de_Janeiro,laptop_básico,2300.0,62,0,0
1240,F,Palmas,mouse,20.0,20,1,1
1241,F,Brasília,cadeira,540.0,42,0,1
1242,M,Belo_Horizonte,impressora,700.0,31,0,0
1243,F,Vitória,laptop_básico,2300.0,37,1,1
1244,F,Rio_de_Janeiro,laptop_básico,2300.0,66,1,0
1245,F,Salvador,laptop_básico,2300.0,37,0,0
1246,F,Santa_Catarina,laptop_básico,2300.0,34,1,1
1247,M,Salvador,mouse,20.0,39,0,1
1248,M,Rio_de_Janeiro,laptop_básico,2300.0,34,1,0
1249,M,Rio_de_Janeiro,mouse,20.0,71,0,0
1250,M,Palmas,impressora,700.0,86,1,1
1251,F,Rio_de_Janeiro,cadeira,540.0,59,1,0
1252,F,São_Paulo,laptop_básico,2300.0,22,1,1
1253,F,Rio_de_Janeiro,laptop_gamer,5300.0,32,0,0
1254,F,Belo_Horizonte,mouse,20.0,56,0,1
1255,F,Brasília,laptop_básico,2300.0,21,0,1
1256,F,Vitória,mesa,860.0,69,0,0
1257,M,Curitiba,laptop_básico,2300.0,37,0,1
1258,M,Recife,monitor,1500.0,24,1,1
1259,M,Rio_de_Janeiro,laptop_básico,2300.0,61,0,0
1260,M,Rio_de_Janeiro,laptop_básico,2300.0,75,1,1
1261,M,Palmas,laptop_básico,2300.0,72,1,1
1262,F,Salvador,laptop_básico,2300.0,55,0,1
1263,M,Vitória,laptop_básico,2300.0,63,0,0
1264,M,Santa_Catarina,monitor,1500.0,82,1,1
1265,F,Belo_Horizonte,laptop_básico,2300.0,51,1,1
1266,F,Santa_Catarina,laptop_básico,2300.0,66,0,0
1267,M,Vitória,mouse,20.0,37,1,1
1268,M,Rio_de_Janeiro,laptop_básico,2300.0,44,1,1
1269,F,Rio_de_Janeiro,laptop_básico,2300.0,37,0,0
1270,M,Rio_de_Janeiro,carregador,150.0,88,1,1
1271,F,Belo_Horizonte,laptop_gamer,5300.0,26,0,0
1272,M,Rio_de_Janeiro,laptop_gamer,5300.0,37,0,0
1273,M,Brasília,laptop_básico,2300.0,50,1,1
1274,F,Rio_de_Janeiro,monitor,1500.0,24,0,1
1275,M,Rio_de_Janeiro,laptop_básico,2300.0,45,1,1
1276,M,Recife,xxx_231a,321.1352,28,1,1
1277,M,Recife,laptop_básico,2300.0,82,0,1
1278,M,São_Paulo,monitor,1500.0,45,1,1
1279,M,Rio_de_Janeiro,laptop_básico,2300.0,54,1,1
1280,M,Curitiba,carregador,150.0,73,1,1
1281,F,Recife,teclado,30.0,51,1,1
1282,F,São_Paulo,monitor,1500.0,52,0,1
1283,M,Rio_de_Janeiro,mouse,20.0,23,0,0
1284,F,Salvador,laptop_básico,2300.0,26,0,0
1285,M,Rio_de_Janeiro,monitor,1500.0,69,0,1
1286,F,Rio_de_Janeiro,impressora,700.0,51,0,0
1287,M,Rio_de_Janeiro,cadeira,540.0,61,0,0
1288,F,Palmas,monitor,1500.0,46,0,1
1289,M,Recife,xxx_231a,321.1352,59,1,1
1290,F,Rio_de_Janeiro,xxx_231a,321.1352,84,0,0
1291,M,Salvador,laptop_básico,2300.0,47,0,1
1292,F,Recife,teclado,30.0,82,1,1
1293,F,São_Paulo,teclado,30.0,38,0,1
1294,F,São_Paulo,laptop_básico,2300.0,49,0,0
1295,F,Curitiba,laptop_básico,2300.0,86,1,1
1296,M,Recife,laptop_básico,2300.0,43,1,1
1297,F,Brasília,mouse,20.0,58,1,1
1298,F,Belo_Horizonte,laptop_básico,2300.0,37,1,1
1299,F,Recife,impressora,700.0,45,0,1
1300,M,Rio_de_Janeiro,laptop_básico,2300.0,73,0,0
1301,M,Salvador,carregador,150.0,61,0,1
1302,M,Santa_Catarina,laptop_básico,2300.0,36,1,1
1303,F,Vitória,laptop_básico,2300.0,37,0,1
1304,M,Rio_de_Janeiro,laptop_básico,2300.0,49,0,0
1305,F,Curitiba,mesa,860.0,73,0,0
1306,M,Vitória,laptop_básico,2300.0,74,0,1
1307,M,Santa_Catarina,laptop_básico,2300.0,81,0,1
1308,F,Salvador,mesa,860.0,57,0,1
1309,M,Curitiba,laptop_básico,2300.0,87,0,1
1310,M,Rio_de_Janeiro,carregador,150.0,63,0,0
1311,M,São_Paulo,laptop_básico,2300.0,56,0,1
1312,F,Palmas,mouse,20.0,51,0,1
1313,F,Rio_de_Janeiro,laptop_básico,2300.0,46,1,0
1314,M,Belo_Horizonte,monitor,1500.0,48,1,1
1315,F,Rio_de_Janeiro,carregador,150.0,55,0,0
1316,F,Salvador,laptop_básico,2300.0,63,1,1
1317,F,Rio_de_Janeiro,mesa,860.0,33,1,0
1318,M,Rio_de_Janeiro,mesa,860.0,74,0,0
1319,F,Rio_de_Janeiro,laptop_básico,2300.0,68,1,1
1320,F,Rio_de_Janeiro,monitor,1500.0,83,0,0
1321,M,Curitiba,laptop_básico,2300.0,24,0,1
1322,F,São_Paulo,laptop_básico,2300.0,26,0,1
1323,M,Vitória,laptop_básico,2300.0,50,0,1
1324,F,Belo_Horizonte,cadeira,540.0,45,0,1
1325,M,Recife,xxx_231a,321.1352,26,0,1
1326,F,Santa_Catarina,laptop_básico,2300.0,87,0,1
1327,M,Santa_Catarina,xxx_231a,321.1352,58,1,0
1328,M,Salvador,xxx_231a,321.1352,28,0,1
1329,F,Vitória,laptop_básico,2300.0,82,0,1
1330,M,Curitiba,mouse,20.0,44,0,1
1331,F,São_Paulo,laptop_gamer,5300.0,34,1,0
1332,F,Santa_Catarina,laptop_básico,2300.0,38,0,1
1333,F,Palmas,laptop_gamer,5300.0,47,0,0
1334,M,Rio_de_Janeiro,teclado,30.0,58,1,1
1335,M,São_Paulo,carregador,150.0,35,0,1
1336,M,Rio_de_Janeiro,monitor,1500.0,41,0,1
1337,F,Curitiba,monitor,1500.0,55,1,1
1338,M,Brasília,laptop_básico,2300.0,71,0,0
1339,F,Belo_Horizonte,laptop_básico,2300.0,72,1,0
1340,F,Rio_de_Janeiro,cadeira,540.0,35,1,1
1341,M,Rio_de_Janeiro,impressora,700.0,48,0,0
1342,M,Rio_de_Janeiro,laptop_básico,2300.0,34,0,0
1343,F,Rio_de_Janeiro,laptop_básico,2300.0,38,0,0
1344,F,Vitória,laptop_básico,2300.0,65,1,1
1345,M,Belo_Horizonte,xxx_231a,321.1352,63,0,1
1346,M,Santa_Catarina,laptop_básico,2300.0,57,1,1
1347,M,Rio_de_Janeiro,laptop_gamer,5300.0,37,0,0
1348,M,Rio_de_Janeiro,mesa,860.0,62,1,0
1349,F,Vitória,laptop_básico,2300.0,21,0,1
1350,F,Vitória,laptop_básico,2300.0,23,1,1
1351,M,Rio_de_Janeiro,laptop_básico,2300.0,27,0,1
1352,F,São_Paulo,monitor,1500.0,36,1,1
1353,M,Vitória,laptop_gamer,5300.0,73,0,1
1354,M,Belo_Horizonte,impressora,700.0,48,1,1
1355,M,Palmas,laptop_básico,2300.0,65,1,1
1356,M,Curitiba,laptop_básico,2300.0,26,0,1
1357,F,Rio_de_Janeiro,cadeira,540.0,72,0,1
1358,F,Rio_de_Janeiro,laptop_gamer,5300.0,85,0,0
1359,F,Rio_de_Janeiro,carregador,150.0,84,1,1
1360,M,Rio_de_Janeiro,carregador,150.0,24,1,0
1361,F,Recife,xxx_231a,321.1352,58,0,1
1362,M,Rio_de_Janeiro,xxx_231a,321.1352,51,0,0
1363,F,Rio_de_Janeiro,laptop_básico,2300.0,84,0,0
1364,F,Curitiba,xxx_231a,321.1352,29,1,1
1365,M,Rio_de_Janeiro,laptop_básico,2300.0,70,0,0
1366,O,Rio_de_Janeiro,laptop_básico,2300.0,25,0,0
1367,F,Santa_Catarina,laptop_básico,2300.0,87,0,1
1368,F,Rio_de_Janeiro,laptop_básico,2300.0,46,0,0
1369,M,Vitória,xxx_231a,321.1352,54,1,1
1370,M,Rio_de_Janeiro,carregador,150.0,40,0,1
1371,F,Brasília,laptop_básico,2300.0,55,0,1
1372,M,Brasília,laptop_básico,2300.0,87,0,0
1373,M,Recife,impressora,700.0,69,0,1
1374,M,Rio_de_Janeiro,laptop_gamer,5300.0,74,0,0
1375,F,Belo_Horizonte,impressora,700.0,20,0,1
1376,M,Santa_Catarina,laptop_básico,2300.0,40,0,1
1377,F,Rio_de_Janeiro,laptop_gamer,5300.0,45,0,0
1378,F,Belo_Horizonte,carregador,150.0,75,0,0
1379,F,São_Paulo,laptop_básico,2300.0,57,1,1
1380,F,Curitiba,xxx_231a,321.1352,86,0,1
1381,M,Curitiba,laptop_básico,2300.0,20,1,1
1382,F,São_Paulo,monitor,1500.0,41,0,1
1383,M,Rio_de_Janeiro,laptop_básico,2300.0,70,0,0
1384,F,São_Paulo,laptop_básico,2300.0,38,1,1
1385,F,Rio_de_Janeiro,teclado,30.0,45,0,0
1386,M,São_Paulo,laptop_básico,2300.0,51,1,1
1387,F,Curitiba,laptop_básico,2300.0,55,0,1
1388,M,Belo_Horizonte,teclado,30.0,62,1,1
1389,M,Palmas,xxx_231a,321.1352,62,1,1
1390,M,Brasília,teclado,30.0,65,1,1
1391,M,Santa_Catarina,laptop_básico,2300.0,65,0,1
1392,F,Recife,teclado,30.0,55,0,1
1393,M,Rio_de_Janeiro,laptop_básico,2300.0,40,1,0
1394,F,Rio_de_Janeiro,laptop_básico,2300.0,22,0,0
1395,M,Brasília,teclado,30.0,49,0,1
1396,F,Curitiba,laptop_básico,2300.0,56,0,1
1397,F,Brasília,laptop_básico,2300.0,65,0,1
1398,F,Santa_Catarina,monitor,1500.0,26,1,1
1399,M,São_Paulo,laptop_básico,2300.0,68,0,1
1400,F,Rio_de_Janeiro,laptop_básico,2300.0,39,0,0
1401,M,Curitiba,xxx_231a,321.1352,58,1,1
1402,F,Rio_de_Janeiro,mesa,860.0,44,1,0
1403,M,Rio_de_Janeiro,laptop_básico,2300.0,86,1,0
1404,F,Belo_Horizonte,laptop_básico,2300.0,34,0,1
1405,F,Rio_de_Janeiro,laptop_básico,2300.0,67,0,0
1406,M,Vitória,laptop_básico,2300.0,73,0,1
1407,M,Santa_Catarina,laptop_básico,2300.0,51,1,1
1408,F,Rio_de_Janeiro,mouse,20.0,34,0,0
1409,F,Belo_Horizonte,mesa,860.0,55,1,1
1410,F,Rio_de_Janeiro,mouse,20.0,21,0,1
1411,M,Rio_de_Janeiro,mesa,860.0,54,0,1
1412,M,Belo_Horizonte,laptop_básico,2300.0,46,0,1
1413,F,Vitória,monitor,1500.0,27,0,1
1414,M,Rio_de_Janeiro,mouse,20.0,87,0,1
1415,M,Brasília,laptop_básico,2300.0,55,1,1
1416,M,Belo_Horizonte,laptop_básico,2300.0,74,0,1
1417,F,Brasília,laptop_gamer,5300.0,24,0,0
1418,F,Rio_de_Janeiro,laptop_gamer,5300.0,74,0,0
1419,M,Salvador,teclado,30.0,82,1,1
1420,M,Recife,teclado,30.0,86,0,1
1421,M,Vitória,laptop_básico,2300.0,83,0,0
1422,F,Rio_de_Janeiro,laptop_gamer,5300.0,23,0,0
1423,M,Palmas,carregador,150.0,40,1,1
1424,F,São_Paulo,laptop_básico,2300.0,24,0,1
1425,M,Rio_de_Janeiro,mesa,860.0,41,1,1
1426,F,São_Paulo,monitor,1500.0,37,1,1
1427,F,Santa_Catarina,laptop_básico,2300.0,39,0,1
1428,M,Rio_de_Janeiro,laptop_básico,2300.0,50,0,1
1429,F,Brasília,laptop_básico,2300.0,78,1,1
1430,M,Salvador,laptop_básico,2300.0,76,1,1
1431,F,Salvador,teclado,30.0,38,1,1
